HR,Name,DM,HD,SAO,FK5,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Vmag,SpType,Parallax
3708,,CD-51 3693,80558,236837,,9,18,42.2,-,51,33,38,5.87,B6Iae,
3709,27    Hya,BD-08 2643,80586,136768,,9,20,29,-,9,33,21,4.8,G8III-IV+F5V,0.022
3710,,CD-33 5973,80590,200241,2742,9,19,47.9,-,34,6,12,6.39,B8V,
3711,,BD+15 2027,80613,98517,,9,21,15.4,+,15,22,16,6.53,A1V,
3712,,CP-68  918,80671,250526,,9,17,17.2,-,68,41,22,5.39,F4V,0.058
3713,,CP-66 1002,80710,250529,,9,17,51.7,-,67,3,3,6.11,K2III,
3714,,BD-14 2828,80719,155114,2744,9,20,55.5,-,15,37,4,6.33,dF6,
3715,,CD-31 7162,80773,200258,,9,20,44.2,-,31,45,38,6.82,B9.5V,
3716,,CD-37 5668,80774,200257,,9,20,29.6,-,37,34,53,6.05,K3/4III,
3717,,CP-54 2186,80781,236851,,9,19,32.6,-,55,11,12,6.28,B5V,
3718,The Pyx,CD-25 7114,80874,177322,1243,9,21,29.6,-,25,57,56,4.72,M1III,0.01
3719,,BD+75  377,80930,6858,2749,9,27,51.6,+,75,5,54,6.29,A5V s,
3720,,CP-74  579,80951,256599,,9,17,25.4,-,74,53,40,5.29,A1V,
3721,,CP-74  580,80950,256600,,9,17,27.4,-,74,44,5,5.86,A0V,
3722,,BD+64  733,80953,14875,,9,25,44.2,+,63,56,27,6.28,K2III,
3723,,BD+25 2088,80956,80797,,9,23,31.8,+,25,10,59,6.41,G5IV,
3724,,BD-09 2816,81009,136799,,9,22,50.9,-,9,50,20,6.53,A5pSrCrEu,
3725,,BD+52 1389,81025,27246,,9,24,55.7,+,51,34,26,6.31,G2III,
3726,,CD-41 5023,81034,221103,,9,21,50.9,-,42,11,42,5.58,M1III,
3727,,BD+37 1978,81039,61456,2748,9,24,22.5,+,36,35,13,6.67,F0V,
3728,,CP-61 1242,81101,250544,2745,9,20,56.8,-,62,24,17,4.81,G6III,0.017
3729,,CD-39 5446,81134,200299,,9,22,36.7,-,39,46,29,6.54,K1III,
3730,,CD-45 5099,81136,221109,2746,9,22,24,-,46,2,51,5.75,G6-8III,
3731,1Kap Leo,BD+26 1939,81146,80807,1244,9,24,39.3,+,26,10,56,4.46,K2III,-0.003
3732,,CP-54 2213,81157,236887,,9,21,50,-,55,30,54,5.63,A3IV s:,
3733,Lam Pyx,CD-28 7196,81169,177374,2747,9,23,12.3,-,28,50,2,4.69,G8.5IIICN-1.5*,0.038
3734,Kap Vel,CP-54 2219,81188,236891,353,9,22,6.8,-,55,0,39,2.5,B2IV-V,0.013
3735,,CD-37 5721,81309,200320,,9,23,44.8,-,37,45,26,6.48,A1mA5-F0,
3736,,BD+17 2078,81361,98561,2750,9,25,32.5,+,16,35,8,6.29,gG9,0.016
3737,,CD-38 5541,81411,200330,,9,24,16.3,-,39,25,33,6.06,A7V:,
3738,28    Hya,BD-04 2616,81420,136832,1245,9,25,24,-,5,7,3,5.59,K5III,
3739,,CD-51 3767,81471,236930,,9,23,59.5,-,51,44,14,6.08,A7Iab,
3740,,CP-59 1374,81502,250561,,9,23,27.4,-,60,18,9,6.3,K1-2II-III,
3741,,BD-00 2195,81567,136844,,9,26,22.3,-,1,27,50,6.01,K2IIIb,
3742,,CP-61 1265,81613,250563,,9,24,5.7,-,61,38,56,5.99,K0III,
3743,,BD+46 1509,81688,42876,2751,9,28,40,+,45,36,5,5.41,K0III-IV,
3744,29    Hya,BD-08 2678,81728,136861,,9,27,14.6,-,9,13,25,6.54,A2V,
3745,,CD-28 7271,81753,177461,,9,26,44.8,-,28,47,15,6.1,B6Ve,0.005
3746,,CD-39 5507,81780,221167,,9,26,28.5,-,40,30,7,6.2,A7III,
3747,,BD+56 1388,81790,27271,,9,29,47.6,+,55,44,44,6.45,F3V s,
3748,30Alp Hya,BD-08 2680,81797,136871,354,9,27,35.2,-,8,39,31,1.98,K3II-III,0.022
3749,,BD-21 2802,81799,177469,,9,27,18.4,-,22,20,38,4.69,K2.5III,0.03
3750,,BD-05 2802,81809,136872,,9,27,46.8,-,6,4,16,5.38,G2V,0.038
3751,,BD+81  302,81817,1551,910,9,37,5.2,+,81,19,35,4.29,K3IIIa,0.017
3752,,CP-61 1271,81830,250575,,9,25,27.1,-,61,57,1,5.77,A4V,
3753,,CP-52 2360,81848,236972,,9,26,18.1,-,53,22,45,5.11,B6V,
3754,2Ome Leo,BD+09 2188,81858,117717,,9,28,27.5,+,9,3,24,5.41,F9V,0.034
3755,3    Leo,BD+08 2226,81873,117718,2752,9,28,29.2,+,8,11,18,5.71,K0III,
3756,,CD-34 5895,81919,200392,,9,27,38.4,-,35,0,28,6.65,A3,
3757,23    UMa,BD+63  845,81937,14908,355,9,31,31.7,+,63,3,43,3.67,F0IV,0.041
3758,,BD-00 2201,81980,136894,,9,29,2.2,-,1,15,25,6.27,F0Vn,0.012
3759,31Tau1Hya,BD-02 2901,81997,136895,,9,29,8.9,-,2,46,8,4.6,F6V,0.072
3760,,BD-01 2268,82043,136899,,9,29,24.5,-,2,12,19,6.14,F0III,
3761,,CP-64 1037,82068,250583,,9,26,44.2,-,64,55,47,6.05,A3Vn,
3762,,BD-03 2693,82074,136900,,9,29,32.4,-,4,14,50,6.26,G6IV,
3763,,BD-20 2915,82077,177521,,9,29,12.6,-,20,44,55,5.66,M1III,
3764,7    LMi,BD+34 1999,82087,61529,2755,9,30,43.2,+,33,39,20,5.85,gG8,
3765,Eps Ant,CD-35 5724,82150,200416,356,9,29,14.7,-,35,57,5,4.51,K3IIIa,0.005
3766,,CD-37 5817,82165,200419,,9,29,16.3,-,38,24,14,6.19,A7Vn,
3767,,BD-22 2623,82180,177541,,9,29,49.9,-,23,20,43,6.24,K0,
3768,22    UMa,BD+72  462,82189,6898,,9,34,53.6,+,72,12,20,5.72,F7V,
3769,8    LMi,BD+35 2015,82198,61540,,9,31,32.4,+,35,6,11,5.37,M1IIIab,
3770,,CD-26 7117,82205,177546,,9,29,54.5,-,26,35,23,5.48,K3III,
3771,24    UMa,BD+70  565,82210,6897,357,9,34,28.9,+,69,49,49,4.56,G4III-IV,0.042
3772,,BD-14 2867,82232,155246,,9,30,22.6,-,15,34,38,5.85,gK3,
3773,4Lam Leo,BD+23 2107,82308,80885,2756,9,31,43.2,+,22,58,5,4.31,K5III,0.02
3774,,BD+74  402,82327,6900,,9,36,6.8,+,74,19,4,6.46,B9V,
3775,25The UMa,BD+52 1401,82328,27289,358,9,32,51.4,+,51,40,38,3.17,F6IV,0.052
3776,,CP-61 1277,82347,250590,,9,28,47,-,62,16,23,5.92,K1III,
3777,,CP-71  833,82350,256623,,9,27,6.4,-,71,36,8,5.47,K2III,0.036
3778,,BD+50 1657,82380,42914,,9,33,7.2,+,49,26,19,6.76,A4V,
3779,6    Leo,BD+10 2014,82381,117751,,9,31,57.6,+,9,42,57,5.07,K2.5IIIbFe-0.5,
3780,Zet1Ant,CD-31 7355,82383,200444,,9,30,45.4,-,31,53,29,7,A2V,0.001
3781,Zet1Ant,CD-31 7355,82384,200445,,9,30,46.1,-,31,53,22,6.18,A0V,0.001
3782,5Xi  Leo,BD+11 2053,82395,98627,1246,9,31,56.7,+,11,17,59,4.97,K0-III-IIIb,0.028
3783,,CP-66 1018,82406,250591,2754,9,28,30.6,-,66,42,7,5.91,A0V,
3784,,CD-50 4204,82419,237042,,9,30,5.2,-,51,31,2,5.45,B8V,
3785,,BD-09 2856,82428,155257,,9,31,38.9,-,10,33,8,6.14,F0Vn,
3786,Psi Vel,CD-39 5580,82434,221234,,9,30,42,-,40,28,0,3.6,F3IV+F0IV,0.065
3787,32Tau2Hya,BD-00 2211,82446,136932,,9,31,58.9,-,1,11,6,4.57,A3V,0.027
3788,,BD-09 2858,82477,155262,,9,31,55.8,-,10,22,14,6.13,K0,
3789,Zet2Ant,CD-31 7369,82513,200459,,9,31,32.2,-,31,52,19,5.93,A9IV,
3790,,CD-35 5751,82514,200462,,9,31,32.9,-,35,42,54,5.87,K4III,-0.004
3791,9    LMi,BD+37 1998,82522,61561,,9,33,30.3,+,36,29,13,6.18,gK4,
3792,,BD+29 1913,82523,80900,2760,9,33,18.3,+,28,22,5,6.53,A3Vnn,
3793,,CP-57 2090,82536,237056,,9,30,23.4,-,58,21,42,5.88,M2III,
3794,,BD+02 2217,82543,117757,2758,9,32,41.4,+,1,51,51,6.11,F7IV-V,
3795,Iot Cha,CP-80  350,82554,258530,2753,9,24,9.1,-,80,47,13,5.36,F3-5IV,
3796,,BD-18 2708,82573,155273,2757,9,32,20.4,-,19,24,1,5.74,A5V,
3797,,BD+47 1683,82582,42924,,9,34,19.6,+,46,54,8,6.52,F0V,
3798,,CD-28 7373,82610,177619,,9,32,18.5,-,28,37,41,6.46,A9V,
3799,26    UMa,BD+52 1402,82621,27298,,9,34,49.5,+,52,3,5,4.5,A2V,0.025
3800,10    LMi,BD+37 2004,82635,61570,360,9,34,13.4,+,36,23,51,4.55,G8.5III,
3801,,BD-07 2836,82638,136945,,9,33,2.1,-,8,30,19,6.12,K0,
3802,,BD-12 2926,82660,155281,2761,9,32,55.8,-,13,31,1,5.94,K5III,
3803,,CP-56 2270,82668,237067,361,9,31,13.3,-,57,2,4,3.13,K5III,0.022
3804,,BD+24 2104,82670,80909,,9,33,59.1,+,23,27,14,6.25,gK7,
3805,,BD-06 2939,82674,136951,,9,33,20.1,-,7,11,24,6.24,K0,
3806,,BD+73  470,82685,6915,,9,37,56.2,+,73,4,50,6.42,F2V+F1V,0.017
3807,,CD-40 5284,82694,221262,2759,9,32,19.3,-,40,38,58,5.35,G8III,0.024
3808,,BD-20 2936,82734,177642,1247,9,33,12.5,-,21,6,57,5.01,K0IV,0.052
3809,,BD+40 2224,82741,61578,2762,9,35,3.8,+,39,37,17,4.81,G9.5IIIFe-1,
3810,,BD-22 2645,82747,177649,,9,33,26.2,-,22,51,50,5.91,A0Vn,
3811,,BD+40 2226,82780,42931,,9,35,22.4,+,39,57,48,6.76,F2V,
3812,,CD-38 5676,82785,200492,,9,33,7.8,-,39,7,44,6.43,F0IV,
3813,,CP-66 1025,82858,250611,,9,31,32.9,-,66,43,10,6.27,K1III,
3814,33    Hya,BD-05 2840,82870,136964,2763,9,34,32.7,-,5,54,54,5.56,K1III,
3815,11    LMi,BD+36 1979,82885,61586,,9,35,39.6,+,35,48,37,5.41,G8V,0.109
3816,,CP-62 1253,82901,250614,,9,32,14.6,-,62,47,20,6.1,M6-7IIIep,
3817,,CD-48 4802,82984,221288,,9,33,44.5,-,49,0,18,5.12,B4IV,0.015
3818,7    Leo,BD+15 2077,83023,98662,,9,35,52.9,+,14,22,47,6.36,A1V,0.006
3819,,CD-50 4270,83058,237107,2764,9,34,8.8,-,51,15,19,5.01,B1.5IV,
3820,,BD+31 2011,83069,61594,2765,9,36,42.9,+,31,9,42,5.56,M2IIIa,
3821,,CP-72  835,83095,256634,362,9,31,36.3,-,73,4,51,5.47,K4III,
3822,,BD-18 2728,83104,155323,,9,35,33.7,-,19,35,1,6.31,A2V,
3823,,CD-35 5803,83108,200531,,9,35,11.8,-,35,49,26,6.49,F7III-IV,
3824,,BD+67  602,83126,14949,2769,9,39,27.9,+,67,16,20,5.94,K5,
3825,,CP-58 1576,83183,237117,,9,34,26.7,-,59,13,46,4.08,B5II,
3826,8    Leo,BD+17 2109,83189,98673,2766,9,37,2.6,+,16,26,16,5.69,gK1,
3827,10    Leo,BD+07 2160,83240,117807,2767,9,37,12.7,+,6,50,9,5,K1III,0.019
3828,,CD-24 8263,83261,177738,,9,36,33.7,-,24,42,10,6.53,F2,
3829,42    Lyn,BD+40 2232,83287,42958,,9,38,21.7,+,40,14,23,5.25,F0V,
3830,,CD-24 8272,83332,177748,,9,37,0.2,-,25,17,48,5.7,gK1,
3831,,CD-48 4831,83368,221339,,9,36,25.3,-,48,45,5,6.17,ApSrEuCr,0.021
3832,34    Hya,BD-08 2725,83373,137011,,9,37,51.5,-,9,25,28,6.4,A1V,
3833,,CD-31 7458,83380,200561,1248,9,37,9.9,-,32,10,43,5.63,K0III,
3834,,BD+05 2207,83425,117821,1249,9,38,27.3,+,4,38,57,4.68,K3III,0.011
3835,,CD-35 5833,83441,200573,,9,37,28.3,-,36,5,45,5.98,K2III,
3836,,CD-48 4836,83446,221344,2768,9,36,49.6,-,49,21,19,4.35,A5IV-V,0.019
3837,,CP-52 2612,83465,237144,,9,36,46.3,-,52,56,39,6.19,K0III,
3838,,BD+69  531,83489,14966,363,9,42,14.8,+,69,14,15,5.69,gG9,
3839,27    UMa,BD+72  466,83506,6936,2772,9,42,57.2,+,72,15,9,5.17,K0III,
3840,,CP-53 2646,83520,237149,,9,37,12.3,-,53,40,7,5.45,A2-3V,
3841,,CP-64 1049,83523,250636,,9,36,5.1,-,64,57,2,6.56,A2V,
3842,,CD-42 5462,83548,221355,2771,9,38,1.5,-,43,11,28,5.5,G8II,0.02
3843,,BD+78  317,83550,6948,,9,45,30.8,+,78,8,5,6.23,K2III,
3844,,CD-39 5697,83610,200590,,9,38,40.7,-,39,36,51,6.7,F5,
3845,35Iot Hya,BD-00 2231,83618,137035,1250,9,39,51.4,-,1,8,34,3.91,K2.5III-IIIbBa0.3,0.026
3846,37    Hya,BD-09 2898,83650,155377,,9,39,47.4,-,10,34,13,6.31,A0Vn,
3847,,BD+79  319,83727,6956,2780,9,47,18,+,79,8,12,6.17,F0V:,
3848,,BD-10 2888,83731,155387,,9,40,20.1,-,10,46,9,6.37,A2V,
3849,38Kap Hya,BD-13 2917,83754,155388,364,9,40,18.4,-,14,19,56,5.06,B5V,
3850,,BD+31 2026,83787,61633,,9,41,35.2,+,31,16,41,5.89,K6III,
3851,43    Lyn,BD+40 2241,83805,61636,2773,9,42,0.3,+,39,45,28,5.62,G8III,0.018
3852,14Omi Leo,BD+10 2044,83808,98709,365,9,41,9,+,9,53,32,3.52,F6II+A1-5V,0.034
3853,13    Leo,BD+26 1991,83821,80970,,9,41,38.5,+,25,54,46,6.24,gK2,0.013
3854,,BD+49 1868,83869,42990,2774,9,42,43.1,+,48,25,52,6.39,A1V,
3855,,BD+55 1345,83886,27359,2775,9,43,7,+,54,21,49,6.47,A5m,
3856,,CP-60 1477,83944,250653,,9,39,21,-,61,19,41,4.52,B9IV-V,
3857,13    LMi,BD+35 2042,83951,61648,2776,9,42,42.7,+,35,5,36,6.14,F3V,
3858,,BD-22 2684,83953,177840,,9,41,17,-,23,35,30,4.77,B6Ve,
3859,,BD+65  731,83962,14976,,9,44,36.7,+,64,59,2,6.17,F3Vn,
3860,Zet Cha,CP-80  365,83979,258538,,9,33,53.2,-,80,56,29,5.11,B5V,
3861,15    Leo,BD+30 1901,84107,61656,1251,9,43,33.3,+,29,58,28,5.64,A2IV,
3862,,CD-23 8646,84117,177866,,9,42,14.4,-,23,54,56,4.94,F9IV,0.08
3863,,CP-57 2228,84121,237221,,9,40,42.5,-,57,59,1,5.32,A3IV,0.031
3864,,CP-56 2435,84152,237224,,9,41,2.2,-,57,15,35,5.8,K0-1III,
3865,28    UMa,BD+64  752,84179,14980,,9,45,55.4,+,63,39,12,6.34,F2V,
3866,16Psi Leo,BD+14 2136,84194,98733,1252,9,43,43.9,+,14,1,18,5.35,M2IIIab,
3867,,CD-34 6097,84224,200652,2777,9,42,41.4,-,35,30,6,6.41,ApSi,
3868,,CP-54 2594,84228,237237,,9,41,47.8,-,55,12,51,6,B4V,
3869,,BD+19 2251,84252,98742,,9,44,30,+,18,51,49,6.5,K0,
3870,,BD+57 1231,84335,27377,,9,46,31.7,+,57,7,41,5.2,M3IIIab,
3871,The Ant,CD-27 6881,84367,177908,366,9,44,12.1,-,27,46,10,4.79,A8V+F7II-III,0.053
3872,,CD-50 4420,84400,237260,,9,43,27.5,-,51,13,42,6.15,B6V,
3873,17Eps Leo,BD+24 2129,84441,81004,367,9,45,51.1,+,23,46,27,2.98,G1II,0.01
3874,,CD-38 5850,84447,200681,,9,44,15.8,-,39,34,16,6.82,F2-3V,
3875,,CP-53 2788,84461,237268,,9,43,42.2,-,53,53,30,5.56,A0IV,
3876,,BD+07 2181,84542,117898,2781,9,46,10,+,6,42,31,5.79,M1.5IIIab,
3877,18    Leo,BD+12 2090,84561,98755,,9,46,23.3,+,11,48,36,5.63,gK4,
3878,,CD-29 7758,84567,177939,,9,45,21.8,-,30,12,10,6.45,B0.5IIIn,
3879,,BD+02 2246,84607,117901,2782,9,46,23.6,+,1,47,8,5.65,F4IV,
3880,19    Leo,BD+12 2095,84722,98767,,9,47,25.9,+,11,34,6,6.45,A7Vn,
3881,,BD+46 1551,84737,43046,1255,9,48,35.4,+,46,1,16,5.09,G0.5Va,0.073
3882,,BD+12 2096,84748,98769,,9,47,33.5,+,11,25,44,6.02,M8IIIe,0.02
3883,,CP-56 2499,84809,237314,,9,45,40.5,-,57,11,8,6.46,B8III-IV,
3884,,CP-61 1333,84810,250683,1254,9,45,14.8,-,62,30,28,3.69,G5Iab-Ib,0.027
3885,,BD+66  637,84812,15000,,9,50,23.7,+,65,35,36,6.31,A9Vn,
3886,,CD-44 5846,84816,221484,,9,46,30.4,-,44,45,18,5.55,B2.5IV,
3887,,CP-58 1640,84850,237321,,9,45,55.4,-,58,47,39,6.22,F5IV,
3888,29Ups UMa,BD+59 1268,84999,27401,368,9,50,59.4,+,59,2,19,3.8,F2IV,0.041
3889,20    Leo,BD+21 2113,85040,81035,2785,9,49,50.1,+,21,10,46,6.09,A7IVn,
3890,Ups Car,CP-64 1084,85123,250695,,9,47,6.1,-,65,4,19,3.01,A6Ib,0.027
3891,Ups Car,CP-64 1084,85124,250696,,9,47,6.7,-,65,4,21,6.26,B7III,0.027
3892,,CD-36 5955,85206,200777,,9,49,28.1,-,37,11,11,5.97,K1III,
3893,4    Sex,BD+05 2240,85217,117937,,9,50,30.1,+,4,20,37,6.24,F7Vn,
3894,30Phi UMa,BD+54 1331,85235,27408,,9,52,6.4,+,54,3,52,4.59,A3IV,0.032
3895,,CP-55 2548,85250,237370,,9,48,40,-,56,24,43,6.06,K0III,
3896,23    Leo,BD+13 2164,85268,98809,,9,51,2,+,13,3,58,6.46,M0III,
3897,,CD-35 5961,85296,200784,,9,49,51.3,-,36,16,7,6.37,K0III,
3898,,CD-45 5470,85355,221523,,9,49,57.1,-,45,43,58,5.08,B7III,
3899,6    Sex,BD-03 2794,85364,137183,370,9,51,14,-,4,14,36,6.01,A8III,
3900,22    Leo,BD+25 2169,85376,81054,,9,51,53,+,24,23,43,5.32,A5IV,0.04
3901,,BD-05 2923,85380,137185,,9,51,21.6,-,6,10,54,6.42,F8V,
3902,Nu  Cha,CP-76  598,85396,256658,2784,9,46,20.6,-,76,46,34,5.45,G8III,0.019
3903,39Ups1Hya,BD-14 2963,85444,155542,2786,9,51,28.7,-,14,50,48,4.12,G7-III,0.021
3904,,CD-46 5558,85483,221538,,9,50,42,-,46,56,4,5.73,K0IIICNIb,
3905,24Mu  Leo,BD+26 2019,85503,81064,371,9,52,45.8,+,26,0,25,3.88,K2IIICN1Ca1,0.025
3906,7    Sex,BD+03 2280,85504,117959,,9,52,12.2,+,2,27,15,6.02,A0V s,0.011
3907,,BD+00 2573,85505,117960,2788,9,52,12,+,0,4,32,6.35,G9III,
3908,,BD-15 2920,85519,155553,,9,51,59.6,-,16,32,5,6.08,K0,
3909,8Gam Sex,BD-07 2909,85558,137199,,9,52,30.4,-,8,6,18,5.05,A1V,0.013
3910,,CD-45 5499,85563,221547,1256,9,51,19.8,-,46,11,38,5.62,K2III,
3911,,BD+61 1151,85583,15023,2790,9,55,3.4,+,61,6,58,6.27,K0,
3912,,CD-45 5508,85622,221553,,9,51,40.8,-,46,32,52,4.58,G5Ib,0.007
3913,,CP-58 1673,85655,237418,2789,9,51,12.1,-,59,25,33,5.79,K2IVCNIV-Vp,
3914,,CP-62 1335,85656,250721,,9,50,55.7,-,62,44,43,5.57,K1IIICNII,
3915,,BD+06 2224,85709,117975,,9,53,42.9,+,5,57,30,5.95,M2III,
3916,,CD-26 7505,85725,178130,,9,52,58,-,27,19,56,6.3,G1V,0.015
3917,31    UMa,BD+50 1698,85795,27430,2793,9,55,43,+,49,49,12,5.27,A3III,0.025
3918,,BD+73  478,85841,7009,372,9,58,22.8,+,72,52,46,5.83,gK3,
3919,,CD-25 7585,85859,178158,2792,9,54,12.3,-,25,55,57,4.88,K2+III-IIIb,0.031
3920,,CP-54 2816,85871,237448,,9,53,0,-,55,22,24,6.48,B1IV,
3921,,BD-21 2935,85905,178164,,9,54,31.7,-,22,29,18,6.24,A2,
3922,,BD+58 1224,85945,27438,,9,57,13.6,+,57,25,6,5.93,G5III,0.007
3923,,BD-18 2810,85951,155588,373,9,54,52.2,-,19,0,34,4.94,M1III,0.011
3924,,CD-50 4622,85953,237464,,9,53,50.2,-,51,8,49,5.93,B2III,
3925,,CD-44 5987,85980,221592,,9,54,17.6,-,45,17,2,5.71,B3V,
3926,,BD+09 2262,86080,118001,2794,9,56,26,+,8,55,59,5.85,gK2,0.011
3927,,CD-49 4801,86087,237483,,9,54,51.3,-,50,14,38,5.72,A0V,
3928,19    LMi,BD+41 2033,86146,43115,374,9,57,41.1,+,41,3,20,5.14,F6V s,0.04
3929,,BD+46 1566,86166,43117,2798,9,57,56.9,+,45,24,52,6.3,K0III,
3930,,CD-40 5626,86211,221617,2795,9,56,5.4,-,40,49,29,6.41,M1III,
3931,,CD-25 7622,86266,178214,,9,56,46.5,-,26,33,1,6.28,A4V,
3932,,CD-32 6895,86267,200889,2796,9,56,35.5,-,33,25,7,5.84,K1III,
3933,,CD-26 7551,86301,178216,,9,56,54,-,27,28,30,6.32,A4V,
3934,,BD+84  225,86321,1637,3955,10,8,34.3,+,83,55,6,6.37,K0,
3935,,CD-50 4662,86352,237514,2797,9,56,21.9,-,51,20,10,6.37,B2IV-V,
3936,,BD+28 1824,86358,81120,,9,58,26.1,+,27,45,32,6.3,F3V,
3937,27Nu  Leo,BD+13 2183,86360,98876,2800,9,58,13.4,+,12,26,41,5.26,B9IV,0.018
3938,,BD+09 2269,86369,118023,,9,58,7.6,+,8,18,51,6.04,gK3,
3939,,BD+57 1242,86378,27464,2802,9,59,51.7,+,56,48,43,5.48,K5III,
3940,Phi Vel,CP-53 3075,86440,237522,375,9,56,51.8,-,54,34,4,3.54,B5Ib,
3941,,CP-52 2980,86466,237526,,9,57,10.9,-,52,38,20,6.12,B3IV,
3942,,BD+30 1946,86513,81129,2803,9,59,36.2,+,29,38,43,5.73,gG9,
3943,,CD-47 5399,86523,221644,,9,57,42.5,-,48,24,52,6.05,B3V,
3944,,CP-70  953,86606,256672,2799,9,56,9.7,-,71,23,22,6.35,B9Ib,
3945,12    Sex,BD+04 2276,86611,118041,376,9,59,43.1,+,3,23,5,6.7,F0V,
3946,,CD-23 8898,86612,178271,,9,59,6.1,-,23,57,1,6.21,B4Ve,
3947,Eta Ant,CD-35 6050,86629,200926,377,9,58,52.3,-,35,53,28,5.23,F1III-IV,0.029
3948,,CP-63 1233,86634,250760,2801,9,57,15.2,-,64,29,22,6.58,K0-1III,
3949,,CP-68 1011,86659,250761,,9,56,59.7,-,69,6,7,6.2,B3V,
3950,29Pi  Leo,BD+08 2301,86663,118044,378,10,0,12.8,+,8,2,39,4.7,M2-IIIab,0.017
3951,20    LMi,BD+32 1964,86728,61808,1258,10,1,0.7,+,31,55,25,5.36,G3VaHdel 1,0.053
3952,,BD+22 2164,87015,81154,2807,10,2,48.9,+,21,56,57,5.66,B2.5IV,
3953,,CP-56 2746,87030,237586,,10,0,34.4,-,56,56,48,6.52,K0III,
3954,,BD+54 1348,87141,27503,1259,10,4,36.3,+,53,53,30,5.74,F5V,
3955,,CP-52 3087,87152,237612,,10,1,40.5,-,53,21,52,6.2,B2.5V,
3956,,CD-29 8034,87199,200994,2808,10,2,49.3,-,30,34,39,6.54,K1III,
3957,,CP-56 2770,87238,237621,,10,1,58,-,57,20,59,6.2,K1II,
3958,,BD+53 1384,87243,27512,,10,5,10.5,+,52,22,15,6.14,A5IV,
3959,,BD-08 2836,87262,137326,,10,3,41,-,9,34,26,6.12,K0,
3960,,CP-59 1695,87283,250782,,10,2,0,-,60,25,15,5.94,A9IV,
3961,13    Sex,BD+03 2311,87301,118086,,10,4,8.4,+,3,12,4,6.45,F4V,
3962,,CD-24 8711,87318,178357,,10,3,41.4,-,25,19,0,6.7,A0III-IV,
3963,,BD-17 3047,87344,155704,,10,4,2.9,-,18,6,6,5.86,A0V,
3964,,CD-46 5759,87363,221728,,10,3,20.5,-,46,38,10,6.12,A0V,
3965,,CD-23 8973,87427,178367,1260,10,4,21,-,24,17,8,5.7,A8V,
3966,,CP-59 1752,87436,237640,,10,2,59.9,-,60,10,43,6.19,A6II-III,
3967,,CP-61 1431,87438,250789,,10,2,49.4,-,62,9,23,6.42,K3Ib,
3968,,CD-39 6100,87477,201020,2809,10,4,23.4,-,39,58,33,6.43,K1III,
3969,,BD+16 2077,87500,98944,,10,5,40.9,+,15,45,27,6.37,F2Vn,
3970,40Ups2Hya,BD-12 3073,87504,155713,1261,10,5,7.5,-,13,3,53,4.6,B9III-IV,
3971,,CP-61 1441,87543,250795,,10,3,34.3,-,61,53,2,6.14,B7IVne,0.008
3972,,CD-35 6130,87606,201037,,10,5,15.2,-,36,23,2,6.27,K1III,
3973,14    Sex,BD+06 2259,87682,118111,2811,10,6,47.4,+,5,36,41,6.21,K1III,
3974,21    LMi,BD+35 2110,87696,61874,2812,10,7,25.8,+,35,14,41,4.48,A7V,0.05
3975,30Eta Leo,BD+17 2171,87737,98955,379,10,7,20,+,16,45,46,3.52,A0Ib,0.003
3976,,CD-46 5806,87783,221773,,10,6,11.3,-,47,22,12,5.08,K1IV+G5V,0.017
3977,,BD-16 2974,87808,155739,2813,10,7,9.5,-,17,8,30,5.6,K7III,
3978,,CD-51 4471,87816,237690,,10,6,7.1,-,52,11,17,6.52,K1III,
3979,,BD+32 1982,87822,61882,,10,8,15.9,+,31,36,15,6.24,F4V,
3980,31    Leo,BD+10 2112,87837,98964,,10,7,54.3,+,9,59,51,4.37,K3.5IIIbFe-1,
3981,15Alp Sex,BD+00 2615,87887,137366,2814,10,7,56.3,-,0,22,18,4.49,A0III,0.015
3982,32Alp Leo,BD+12 2149,87901,98967,380,10,8,22.3,+,11,58,2,1.35,B7V,0.045
3983,Mu 1Cha,CP-81  399,87971,258554,3980,10,0,43.7,-,82,12,53,5.52,A0IV,
3984,,CD-36 6156,88013,201081,,10,8,1.7,-,37,20,1,6.36,K0III,
3985,,BD-10 3000,88024,155765,,10,8,45.7,-,10,53,5,6.53,A2V,
3986,,BD-14 3036,88025,155763,,10,8,35.5,-,15,36,42,6.27,A0V,
3987,,BD+41 2063,88161,43220,,10,10,58.9,+,40,39,41,6.32,gK3,
3988,,BD-11 2818,88182,155777,,10,9,56.5,-,12,5,45,6.24,A5m,
3989,17    Sex,BD-07 2972,88195,137385,,10,10,7.5,-,8,24,30,5.91,A1V,
3990,,CD-51 4507,88206,237736,,10,8,56.3,-,51,48,40,4.86,B3IV,
3991,,BD-12 3101,88215,155780,,10,10,5.9,-,12,48,58,5.31,F5V,0.028
3992,,CD-35 6194,88218,201109,2816,10,9,31.8,-,35,51,24,6.13,F8V,0.048
3993,,BD+38 2110,88231,61914,2817,10,11,12.8,+,37,24,7,5.85,gK3,
3994,41Lam Hya,BD-11 2820,88284,155785,381,10,10,35.3,-,12,21,15,3.61,K0IIICN1,0.027
3995,,CP-65 1248,88323,250836,,10,8,42.6,-,65,48,55,5.28,K0III,-0.014
3996,18    Sex,BD-07 2977,88333,137395,,10,10,55.8,-,8,25,6,5.65,K2III,
